ID,Category,Sales,Quantity,Discount,Region,Customer_Satisfaction,Profit,Product_Code,Date,Status,Supplier
8730,C,2046.4642206226617,12,0.33032405739273846,East,5,-191.80663346422358,5679,2043-11-25,Delivered,Supplier B
8731,B,1363.9459792638177,41,0.3223407359702921,North,1,941.6075656526473,5754,2043-11-26,Returned,Supplier C
8732,D,1491.2442713505336,45,0.3733450058326093,North,3,-407.06259028222513,2701,2043-11-27,Shipped,Supplier B
8733,B,4199.745943440546,14,0.027419327309655295,North,2,-485.4858063686047,6359,2043-11-28,Pending,Supplier B
8734,D,1623.3464285589557,26,0.12057864671997237,South,3,1975.3441013179086,9669,2043-11-29,Pending,Supplier C
8735,B,4678.761042767179,38,0.18694724766912596,South,2,1984.585884274547,3590,2043-11-30,Returned,Supplier A
8736,A,3392.355723093617,37,0.49619979855918367,West,3,1781.928222038906,1787,2043-12-01,Delivered,Supplier C
8737,C,1286.3366272122262,20,0.08895500558320385,South,1,211.91489127856892,2190,2043-12-02,Returned,Supplier C
8738,B,4544.283786484043,29,0.11839218303180238,West,1,-435.67168902967313,1535,2043-12-03,Shipped,Supplier C
8739,C,3356.0397907981705,45,0.3785557684337843,West,4,-267.068167390113,6245,2043-12-04,Delivered,Supplier A
8740,A,4940.55737612638,17,0.4365310932833058,West,5,172.0008953122067,4974,2043-12-05,Delivered,Supplier B
8741,A,3235.7708883736127,23,0.18880537850039775,East,3,-223.7492253233704,5644,2043-12-06,Pending,Supplier B
8742,D,3440.6992777959285,47,0.3141401707868109,East,2,1850.09961979229,8163,2043-12-07,Delivered,Supplier C
8743,C,4207.771795700191,14,0.14828567928957787,South,5,178.57238273400958,8914,2043-12-08,Returned,Supplier A
8744,C,1965.5384188391563,43,0.22268739144001032,West,2,925.8126535165466,9727,2043-12-09,Returned,Supplier C
8745,B,4755.172132968928,8,0.20413798097695796,East,1,1472.6056279766042,8672,2043-12-10,Delivered,Supplier C
8746,A,1236.0418831973684,40,0.49925672947800365,North,4,1919.803526107672,8699,2043-12-11,Returned,Supplier C
8747,A,3871.3258160956366,22,0.45752169121311004,East,4,-9.29634732534032,7264,2043-12-12,Pending,Supplier C
8748,C,1350.430255660025,1,0.22525669530546782,North,1,932.0929175391714,2720,2043-12-13,Returned,Supplier B
8749,C,3918.2275257224987,26,0.15134825538372615,West,4,790.9908049206215,7203,2043-12-14,Pending,Supplier C
8750,C,2554.1891787005375,37,0.1384960054538406,South,2,1966.6762365613754,9326,2043-12-15,Returned,Supplier A
8751,B,4239.3690750169335,45,0.22568395481830045,West,5,72.11761189455979,6533,2043-12-16,Pending,Supplier A
8752,A,4869.120882548304,7,0.2854330041354969,West,1,638.988677291904,4656,2043-12-17,Returned,Supplier C
8753,A,1846.5586944169781,25,0.062255416406272135,North,4,436.3673401291445,1664,2043-12-18,Pending,Supplier B
8754,B,4455.288918056709,10,0.16788982948159992,West,3,91.37061192508384,3105,2043-12-19,Shipped,Supplier B
8755,A,2282.8486795619074,12,0.14529605305575027,North,4,474.4557916273269,1276,2043-12-20,Delivered,Supplier B
8756,D,4574.916782943767,29,0.34483427814860707,East,4,251.72258568406755,4253,2043-12-21,Shipped,Supplier C
8757,C,2033.0736002843084,33,0.4815351945712155,South,4,50.409446617146614,7491,2043-12-22,Delivered,Supplier B
8758,A,2721.9377441602032,23,0.45690598491986945,West,3,-238.982580821616,4683,2043-12-23,Returned,Supplier A
8759,D,4701.113103701029,40,0.3329355474715649,West,2,540.7200381345328,4573,2043-12-24,Shipped,Supplier B
8760,B,2721.541770534906,28,0.17968566740759356,East,5,926.3099385820904,2867,2043-12-25,Shipped,Supplier C
8761,D,3798.0062489741354,31,0.058932231119424416,South,2,790.8053482747353,1772,2043-12-26,Pending,Supplier B
8762,C,3611.77647630116,36,0.48468533079129994,North,2,-411.8982019305499,9048,2043-12-27,Delivered,Supplier B
8763,C,1568.3188698175004,20,0.45263266554147397,West,5,260.49941606637526,1580,2043-12-28,Pending,Supplier C
8764,D,4851.862452659494,49,0.09372133468708899,West,3,1280.4215853314586,3237,2043-12-29,Pending,Supplier B
8765,A,2188.8116127592803,41,0.0668494536019239,South,4,1354.0195031584433,9178,2043-12-30,Pending,Supplier C
8766,A,2465.3385560383417,45,0.15894905118579894,South,5,1004.6268339174628,1261,2043-12-31,Shipped,Supplier C
8767,B,4842.457658570422,44,0.04460983452647832,North,2,1418.6407367057548,2651,2044-01-01,Delivered,Supplier B
8768,C,1231.7638110757505,39,0.250387120047316,East,2,1735.803874007483,8723,2044-01-02,Returned,Supplier B
8769,C,2867.827605468863,29,0.14061179661382267,West,2,815.3083967120263,6736,2044-01-03,Delivered,Supplier A
8770,A,2879.3652793948704,34,0.019675740900093663,East,3,538.1272414161549,9001,2044-01-04,Pending,Supplier B
8771,B,3858.613586370884,39,0.025445426297974028,South,1,-292.7066549075839,2227,2044-01-05,Delivered,Supplier B
8772,B,1172.2187258137114,35,0.27718479983237776,West,1,-470.56029934395406,7486,2044-01-06,Returned,Supplier C
8773,D,4408.824622821059,23,0.04439331998593915,East,1,1129.0217981803899,9253,2044-01-07,Returned,Supplier A
8774,C,1215.3730323632965,13,0.06629262877625874,East,3,1677.3218365670482,3041,2044-01-08,Pending,Supplier A
8775,A,2110.003735093269,2,0.3695865576845236,East,4,1885.296815874619,5764,2044-01-09,Shipped,Supplier C
8776,D,2091.3539538244086,37,0.44314555854448684,South,3,315.56561449116793,3365,2044-01-10,Delivered,Supplier C
8777,B,1725.518907042369,29,0.32547197455675575,East,4,-239.3915737429923,1357,2044-01-11,Shipped,Supplier A
8778,D,3933.413574830974,25,0.18372783285240607,South,1,1501.5969157659968,2486,2044-01-12,Shipped,Supplier A
8779,B,1642.7250140730046,10,0.3254652339917072,East,5,-77.18273283540674,9215,2044-01-13,Delivered,Supplier C
8780,A,1109.8668982964375,44,0.23816226240937788,North,5,1788.4905451863192,2606,2044-01-14,Shipped,Supplier C
8781,D,1371.2602200565764,5,0.26772284127980867,East,4,1214.8744564114957,9426,2044-01-15,Shipped,Supplier C
8782,D,3818.226425831888,34,0.3325420615976889,East,5,987.0252829616052,7513,2044-01-16,Pending,Supplier C
8783,D,2147.5682359511247,4,0.1822890839227403,North,5,1494.0784699291225,1456,2044-01-17,Pending,Supplier B
8784,B,2375.5873582585646,8,0.10808185815782168,South,3,-92.87985315493694,7341,2044-01-18,Delivered,Supplier A
8785,B,4980.483504151712,5,0.42002379072163476,South,2,185.3152606333257,5340,2044-01-19,Pending,Supplier C
8786,B,4825.195817610458,30,0.2382398765714433,East,2,198.02261997290861,3593,2044-01-20,Delivered,Supplier B
8787,D,3227.6482723521835,19,0.23144273556330403,South,3,-53.05529252204991,7126,2044-01-21,Returned,Supplier C
8788,C,3653.779093802102,19,0.04443448971326308,North,2,339.2469009483352,3603,2044-01-22,Delivered,Supplier B
8789,A,4956.167361520242,11,0.338120418926001,East,2,-5.322470801198222,2149,2044-01-23,Pending,Supplier C
8790,A,3013.120178125136,29,0.06447138790637796,North,4,1668.1327310218517,4572,2044-01-24,Shipped,Supplier B
8791,B,4995.720202701301,11,0.3904300159744062,South,1,856.1453143466842,4260,2044-01-25,Shipped,Supplier C
8792,C,1658.1305312272389,9,0.2518516361598582,West,4,-406.43756384242954,2155,2044-01-26,Shipped,Supplier C
8793,B,1322.734424318008,32,0.4353122569598061,North,2,790.6471205396053,8788,2044-01-27,Returned,Supplier B
8794,A,2114.286472666738,35,0.4096999303564754,East,5,-367.88668130792075,6211,2044-01-28,Shipped,Supplier A
8795,C,4502.912779670647,6,0.12604836958630977,East,4,748.2371693584807,7644,2044-01-29,Pending,Supplier A
8796,D,2602.348721020182,19,0.10220238310510793,North,1,655.8091715020296,5809,2044-01-30,Shipped,Supplier B
8797,D,1976.2137325409394,12,0.16786720701670865,East,5,803.5253314798904,8800,2044-01-31,Pending,Supplier C
8798,B,1979.5870677314538,12,0.2591808164764495,North,2,-212.59178717893525,5831,2044-02-01,Shipped,Supplier B
8799,A,2300.817693436973,16,0.42091439860699714,West,2,-291.21695942870684,3709,2044-02-02,Shipped,Supplier A
8800,C,4651.459561328676,17,0.28175178703808557,South,2,-92.50646360457733,1061,2044-02-03,Delivered,Supplier B
8801,B,3963.3838502879903,25,0.4951715033925331,East,2,1718.7828440127241,1120,2044-02-04,Pending,Supplier A
8802,A,1118.0859056119928,23,0.21416108054214494,West,1,-170.55797336665995,6516,2044-02-05,Pending,Supplier B
8803,B,1856.3219952354743,43,0.048859281012952616,North,4,1283.4921192704637,9627,2044-02-06,Shipped,Supplier A
8804,A,1731.1815021227258,9,0.16090259450290867,East,4,744.7236828285363,6080,2044-02-07,Pending,Supplier C
8805,B,1385.8681126157642,14,0.34795224229932514,West,4,1010.195117528116,3191,2044-02-08,Delivered,Supplier C
8806,A,4073.1798591132565,24,0.3178057977044295,North,1,1201.9045253541253,4981,2044-02-09,Pending,Supplier A
8807,D,2042.7732244649758,29,0.011113111840457934,West,5,1335.7690164239625,7695,2044-02-10,Shipped,Supplier C
8808,B,4966.299141936584,26,0.042379576169864486,West,4,819.3154838757205,8099,2044-02-11,Pending,Supplier A
8809,A,2045.948094568744,17,0.2736603519412751,East,1,1638.6553283028916,7273,2044-02-12,Delivered,Supplier A
8810,B,2179.259860426911,30,0.49894920939376985,North,5,-264.2574359758796,2682,2044-02-13,Returned,Supplier B
8811,B,3713.656029967971,4,0.1649374949259384,North,3,359.4044325830149,6462,2044-02-14,Pending,Supplier A
8812,C,4513.301630508124,19,0.38395869753553974,West,1,-427.65720422063873,2016,2044-02-15,Shipped,Supplier C
8813,C,1635.3997141846885,31,0.11819936932868574,East,4,1227.5400010985725,4089,2044-02-16,Delivered,Supplier B
8814,B,1184.169956620288,13,0.45430590421509986,South,3,1518.970164783843,7624,2044-02-17,Delivered,Supplier A
8815,D,4969.554452712035,8,0.3850023649235187,South,3,1981.258489233308,8918,2044-02-18,Pending,Supplier C
8816,C,1497.0460301739708,16,0.18419556588666108,East,3,84.47668434805507,6557,2044-02-19,Returned,Supplier B
8817,A,4517.065138495827,15,0.03354167629102506,South,4,1861.1224578317047,4587,2044-02-20,Returned,Supplier B
8818,C,2275.9534729611923,44,0.20241756177303166,East,3,1199.8031555054124,4848,2044-02-21,Pending,Supplier A
8819,D,3976.0917375624413,41,0.1333537877146333,North,5,1646.1204070972617,2306,2044-02-22,Returned,Supplier C
8820,D,3553.4424971042486,36,0.22431858374288582,North,4,1605.7157922359147,5635,2044-02-23,Shipped,Supplier C
8821,B,1468.362052398997,48,0.23332813814949294,West,4,1886.8407116659832,5354,2044-02-24,Delivered,Supplier C
8822,A,4893.959948910744,5,0.3761951408917311,South,4,-125.55998247866916,5347,2044-02-25,Returned,Supplier B
8823,A,2710.0999055909565,7,0.23277258331745182,South,5,726.4500987051147,1833,2044-02-26,Returned,Supplier A
8824,B,4804.25956918285,41,0.030540003415482686,North,4,746.0879462336568,7492,2044-02-27,Pending,Supplier C
8825,D,1912.9506566626535,16,0.3292706917811868,East,2,-391.4980449895676,7037,2044-02-28,Shipped,Supplier B
8826,A,1101.5631631823549,16,0.09724742741598674,South,2,-121.71472761950616,6171,2044-02-29,Returned,Supplier B
8827,A,1170.811752938907,40,0.1379514909089659,South,5,1141.357839406195,9936,2044-03-01,Returned,Supplier C
8828,A,2577.4947561123954,4,0.1947132589576604,West,5,982.2420836894967,8299,2044-03-02,Delivered,Supplier B
8829,D,2665.777105675913,14,0.15802172107775203,West,1,-162.91820103014788,9262,2044-03-03,Delivered,Supplier A
8830,C,4347.23440900963,29,0.2946233788806307,North,4,1465.036738548279,5064,2044-03-04,Returned,Supplier C
8831,D,2688.618866949101,28,0.04823093135558515,West,3,-199.33399088291821,2191,2044-03-05,Returned,Supplier A
8832,D,2154.312685246252,22,0.30453937615870524,West,3,1172.39714191891,5199,2044-03-06,Pending,Supplier B
8833,B,3572.477826742786,36,0.3857448619667825,East,1,1636.4254001493755,1870,2044-03-07,Pending,Supplier B
8834,A,2753.5760534775,24,0.04559137640034244,West,5,1381.1408208381747,6310,2044-03-08,Delivered,Supplier B
8835,A,2905.8815174321526,16,0.41902099181609737,East,3,1430.8864111301834,9517,2044-03-09,Pending,Supplier A
8836,D,1988.9422123834568,11,0.3678472374746823,West,1,1851.633804976428,4819,2044-03-10,Returned,Supplier B
8837,A,4277.431755660142,9,0.486808271120407,East,2,1816.972083221468,9796,2044-03-11,Delivered,Supplier B
8838,A,2564.787915641098,4,0.1871984105013425,North,5,321.70997179684787,3904,2044-03-12,Pending,Supplier C
8839,B,3154.3598061923817,31,0.10865434213797942,South,5,564.7351918747374,5859,2044-03-13,Returned,Supplier B
8840,C,2785.433592830629,1,0.19198187838538422,West,3,1275.1810821288843,4922,2044-03-14,Returned,Supplier B
8841,A,1725.5932303250988,1,0.13950305257891743,East,3,1807.940717811085,6532,2044-03-15,Delivered,Supplier B
8842,B,3858.8564597164245,5,0.32815001272383965,East,3,1681.0728106289075,1385,2044-03-16,Shipped,Supplier B
8843,D,4778.613719405417,44,0.08721656998958233,West,4,673.433272713974,3404,2044-03-17,Shipped,Supplier A
8844,A,3650.452492025129,45,0.07223933192905829,West,1,-351.71317222842595,5554,2044-03-18,Returned,Supplier B
8845,D,4146.461127436457,3,0.24288769963785722,East,2,463.5191065190895,7980,2044-03-19,Pending,Supplier A
8846,D,4078.8974419442757,3,0.04160141327759176,North,5,823.895374950192,9396,2044-03-20,Delivered,Supplier A
8847,A,4865.894499039264,9,0.27523792051936474,West,2,833.484562936613,8362,2044-03-21,Pending,Supplier B
8848,D,1961.3507288203177,21,0.44628828528548886,West,4,-386.1419849123039,8867,2044-03-22,Shipped,Supplier B
8849,C,3944.616971039887,41,0.13149880401613656,East,4,918.9572348082856,4538,2044-03-23,Shipped,Supplier B
8850,B,2185.876907349611,20,0.13830645753380638,South,1,1054.454563987083,3164,2044-03-24,Returned,Supplier A
8851,C,3912.3842151428526,46,0.22036870034441702,East,5,1138.6559883050231,7954,2044-03-25,Shipped,Supplier C
8852,D,4557.031868516474,9,0.4252381220411842,North,2,579.0311688693946,3977,2044-03-26,Delivered,Supplier C
8853,C,4061.1109819131952,16,0.19030710674848916,North,2,751.5837543500918,9363,2044-03-27,Delivered,Supplier B
8854,D,4988.008493935866,15,0.06001005667413761,West,4,1734.674153252693,3174,2044-03-28,Shipped,Supplier B
8855,B,2600.907724757212,9,0.02530826504567696,South,4,-456.1134405851684,1754,2044-03-29,Pending,Supplier B
8856,A,3239.0625403643016,20,0.2456511198009828,South,2,810.6146721925925,6029,2044-03-30,Delivered,Supplier A
8857,B,4332.73406463862,17,0.31705694861435263,South,2,1901.6635798658886,7262,2044-03-31,Delivered,Supplier C
8858,D,1762.6034598186466,1,0.4904651364175395,West,2,-461.03751629149656,7239,2044-04-01,Shipped,Supplier B
8859,B,1127.8771883605136,12,0.009204140756535584,South,3,1751.4493651138791,3155,2044-04-02,Pending,Supplier A
8860,A,4108.997894327405,37,0.29102828491033406,South,3,1257.8398884001958,8234,2044-04-03,Delivered,Supplier B
8861,D,3740.501069967731,33,0.2946726329621803,North,2,1131.0495647515074,8525,2044-04-04,Delivered,Supplier B
8862,A,2057.162877037792,9,0.2704380213647843,West,3,83.22521340160586,3892,2044-04-05,Shipped,Supplier B
8863,C,2471.3920958131107,22,0.09500598866084231,West,1,1624.3459080920752,7176,2044-04-06,Shipped,Supplier B
8864,C,4963.619910048485,45,0.15710114743353343,West,5,1656.165501276506,7496,2044-04-07,Returned,Supplier B
8865,B,1434.16546018829,8,0.41968860686344056,West,1,1132.9017692530279,9093,2044-04-08,Delivered,Supplier A
8866,B,1361.6098901694413,41,0.05812351785558206,South,3,1936.873089733342,4196,2044-04-09,Delivered,Supplier B
8867,D,3424.8774783713175,28,0.14848918515931503,West,2,-303.6966139947193,2193,2044-04-10,Delivered,Supplier C
8868,B,4984.951699253577,23,0.4317387579680435,West,2,755.4812399509672,5199,2044-04-11,Returned,Supplier C
8869,B,1454.886558814708,27,0.1934259046264311,West,3,1835.9054370928611,9886,2044-04-12,Pending,Supplier B
8870,C,2402.8127906244245,22,0.2863862925948318,South,4,1210.6170031556303,3953,2044-04-13,Delivered,Supplier B
8871,B,4652.2665389874255,34,0.07060028967474541,East,5,804.4375753830348,6358,2044-04-14,Pending,Supplier A
8872,D,2529.2594866787776,8,0.42643543649016097,West,4,-476.7917977528475,9285,2044-04-15,Returned,Supplier A
8873,A,2473.7172540399188,40,0.434155022547406,East,4,918.4183541953457,4839,2044-04-16,Shipped,Supplier B
8874,A,4600.374730898811,43,0.4856003462143034,East,3,1879.556956066178,3914,2044-04-17,Shipped,Supplier A
8875,A,4802.7941424965575,45,0.2926424006106778,South,1,1649.098204918881,9444,2044-04-18,Delivered,Supplier B
8876,C,3647.6754215821115,10,0.3711647849782125,North,2,924.0237533600061,3974,2044-04-19,Pending,Supplier B
8877,B,2193.389946093618,8,0.3849892609181861,East,2,1358.2519571330545,5294,2044-04-20,Returned,Supplier C
8878,C,3331.215939848815,45,0.22649012886156605,South,2,987.9839944993303,8592,2044-04-21,Pending,Supplier A
8879,C,1834.5220974643332,24,0.3351900356425633,East,2,600.8651218667994,8238,2044-04-22,Pending,Supplier A
8880,D,4637.179356055613,12,0.2033037959290031,East,2,65.66864744183351,8622,2044-04-23,Delivered,Supplier A
8881,B,1826.1847564543746,10,0.22710014778328164,West,3,982.7873186828929,8705,2044-04-24,Pending,Supplier A
8882,B,1058.3202437026378,36,0.10714329777806397,North,3,974.3774308645513,6254,2044-04-25,Pending,Supplier C
8883,C,4690.481919532664,13,0.0386423717796503,South,2,-152.4550860565128,4924,2044-04-26,Returned,Supplier C
8884,B,1555.1077395603152,3,0.2513988642438526,North,3,1900.1578939895512,8628,2044-04-27,Returned,Supplier A
8885,A,3541.513647918815,43,0.25924092626136835,South,3,453.7082728018006,3625,2044-04-28,Pending,Supplier B
8886,C,2899.5989711028305,18,0.4031248325546442,West,3,134.2275551384921,6396,2044-04-29,Delivered,Supplier A
8887,D,1101.6687375539273,27,0.007453755746301416,South,3,-413.4888077510475,4867,2044-04-30,Pending,Supplier B
8888,D,2598.0426564634836,27,0.02313015779859373,South,2,1970.163723673741,6288,2044-05-01,Returned,Supplier B
8889,B,2475.1737176730244,4,0.3431203043297057,East,2,1526.0199473233722,9757,2044-05-02,Returned,Supplier B
8890,A,3797.9738355302693,48,0.1847490582427529,South,3,1875.4462016440466,8101,2044-05-03,Delivered,Supplier C
8891,B,4424.09631017084,35,0.13297348272650739,West,2,1855.6078774992002,5343,2044-05-04,Returned,Supplier C
8892,B,2500.652631489953,44,0.050875408393725674,North,2,432.6851716365653,5159,2044-05-05,Pending,Supplier C
8893,C,4526.530488643147,41,0.1715412926707287,East,4,323.032311401127,7987,2044-05-06,Shipped,Supplier B
8894,B,2312.565317499525,1,0.15835082579478904,North,5,580.4183400795425,8091,2044-05-07,Pending,Supplier C
8895,A,3092.844321316565,13,0.03869451731799567,West,1,481.76892080802577,1731,2044-05-08,Delivered,Supplier B
8896,A,4263.614075037692,3,0.22856173100647542,South,2,-498.04336527638947,5490,2044-05-09,Delivered,Supplier B
8897,D,4036.691356682369,7,0.019297555377085773,West,5,1162.3282027909752,2386,2044-05-10,Delivered,Supplier A
8898,C,4163.204982664616,27,0.09564221429976766,West,4,259.1735767791166,6730,2044-05-11,Shipped,Supplier A
8899,D,1487.2844819636425,1,0.21987220831083548,West,3,1248.693884989544,2499,2044-05-12,Delivered,Supplier B
8900,D,4692.315178239431,38,0.42090039350130554,South,5,725.0766746582494,6317,2044-05-13,Pending,Supplier B
8901,A,3007.75121732327,30,0.2154614942765647,North,3,644.9245588935996,6342,2044-05-14,Shipped,Supplier B
8902,C,3811.234965010664,37,0.47322132972561004,North,1,-143.82037797127998,8531,2044-05-15,Delivered,Supplier C
8903,B,2264.845273406667,38,0.06861089739166226,South,1,896.4922336080351,5817,2044-05-16,Shipped,Supplier B
8904,A,1028.0456376616387,34,0.24858460303490848,South,2,1985.8658835248598,2349,2044-05-17,Returned,Supplier A
8905,D,1860.674270553794,10,0.40209984476110794,North,3,983.4816917307414,4898,2044-05-18,Returned,Supplier B
8906,C,1324.620706424921,22,0.19961530980471687,West,4,-250.86827572108572,9537,2044-05-19,Returned,Supplier B
8907,B,1721.108232758313,17,0.3204055244140965,East,4,817.6111073492564,6025,2044-05-20,Returned,Supplier C
8908,B,2492.7112207199684,44,0.31504589841396413,North,4,-171.33422793156336,8593,2044-05-21,Returned,Supplier A
8909,D,2914.186730945991,45,0.2716482512144192,East,1,-269.94742758400065,9082,2044-05-22,Shipped,Supplier B
8910,C,2074.286495040995,12,0.2771940300471057,North,1,-66.40231129842005,8170,2044-05-23,Returned,Supplier C
8911,C,4889.888080283964,25,0.327261795575624,North,2,1736.1671958378006,3147,2044-05-24,Returned,Supplier C
8912,B,2145.336843734089,45,0.44586242156297334,East,1,1678.9661576297935,4353,2044-05-25,Returned,Supplier A
8913,A,2484.41910203513,46,0.45721404873110344,North,3,976.1422955474357,5796,2044-05-26,Delivered,Supplier B
8914,A,2622.9946886248,12,0.4979438824014547,West,2,1403.8451669703297,3442,2044-05-27,Delivered,Supplier B
8915,B,4802.796520671664,21,0.29067479613628516,East,4,337.54753204976,1685,2044-05-28,Pending,Supplier A
8916,B,3674.9762270499637,18,0.4383548060527407,West,4,584.9224711114437,1309,2044-05-29,Returned,Supplier A
8917,D,2329.626744150595,7,0.4746131109934861,South,1,1953.6379717306431,9199,2044-05-30,Delivered,Supplier B
8918,C,3996.515055357123,18,0.042770979521996266,East,1,-160.12359190093287,9775,2044-05-31,Pending,Supplier B
8919,B,1462.0227564837155,38,0.22175469673125242,North,3,565.7856106832726,5175,2044-06-01,Pending,Supplier C
8920,A,4948.532104594124,37,0.22151534154550978,North,5,1201.9024615664891,4617,2044-06-02,Delivered,Supplier C
8921,D,4164.146011200972,18,0.17241066827464896,West,5,666.9047931709963,6006,2044-06-03,Delivered,Supplier A
8922,A,3937.234765298364,25,0.3142184078608182,East,4,-149.51215539366717,9251,2044-06-04,Delivered,Supplier A
8923,B,1567.1580100045146,29,0.41884358376432357,South,5,1198.1658156710766,5221,2044-06-05,Returned,Supplier C
8924,D,1097.8825268047135,46,0.45229145132396825,West,4,1861.2804663707234,5153,2044-06-06,Returned,Supplier B
8925,B,1765.05945221943,21,0.12471150589475444,North,3,1232.0077731711494,2577,2044-06-07,Returned,Supplier C
8926,D,4278.163254589546,27,0.22112606102351418,North,5,223.9206905750434,7390,2044-06-08,Returned,Supplier A
8927,D,1606.5943303848735,17,0.030668000341347923,East,2,-260.75186396318793,4518,2044-06-09,Pending,Supplier A
8928,B,4805.148001254278,40,0.483585738952038,West,2,1826.0318985964036,8247,2044-06-10,Pending,Supplier A
8929,A,1642.2163329657192,10,0.35513765921308804,North,1,-48.9791594882667,6187,2044-06-11,Pending,Supplier B
8930,B,3482.1301339510214,49,0.14592346076537077,South,1,-431.1880187286475,4838,2044-06-12,Returned,Supplier C
8931,A,4164.704513344191,2,0.244623925921642,North,2,1731.1836058272434,3886,2044-06-13,Shipped,Supplier B
8932,D,2812.241993118948,44,0.1606902729226975,North,4,-351.65076466934687,2187,2044-06-14,Shipped,Supplier B
8933,A,4522.800841057407,9,0.07929332988459131,West,3,1656.0195586593259,9495,2044-06-15,Returned,Supplier C
8934,C,3283.3429522133742,20,0.10983972726717589,South,5,940.7639734731415,4572,2044-06-16,Shipped,Supplier C
8935,D,1278.203692226699,34,0.12472675222705215,West,3,679.0747092107817,5527,2044-06-17,Shipped,Supplier C
8936,C,2456.749659749525,10,0.29154296868479246,East,5,1870.4126411649463,5255,2044-06-18,Delivered,Supplier B
8937,D,3630.338724581069,45,0.23598032844229172,West,5,1735.0038245270998,8819,2044-06-19,Returned,Supplier A
8938,B,2957.9284345759625,7,0.3198397686941573,South,4,970.2134213259999,8684,2044-06-20,Pending,Supplier B
8939,B,1680.4661904501575,28,0.36280838522458014,North,1,1988.6321585716446,4715,2044-06-21,Shipped,Supplier A
8940,D,1625.584680267094,44,0.11842522299768482,East,2,496.9236241976082,6349,2044-06-22,Pending,Supplier C
8941,B,4980.812016746268,21,0.08847758238951525,North,1,1790.5044544721286,9521,2044-06-23,Returned,Supplier B
8942,B,3423.043425956805,27,0.15914808248352336,West,2,1940.5906037651066,4189,2044-06-24,Delivered,Supplier C
8943,D,4024.6243073872747,39,0.45738698142513967,South,3,-254.40093823620737,1145,2044-06-25,Returned,Supplier C
8944,A,3149.766885538244,5,0.4951537870734654,North,2,1509.1556338673615,4879,2044-06-26,Delivered,Supplier A
8945,B,2264.4630768116076,28,0.4871805760473182,North,5,1835.7272012812782,2870,2044-06-27,Delivered,Supplier C
8946,D,3157.40544522721,37,0.22786419406138497,North,5,1453.6650858214696,8024,2044-06-28,Returned,Supplier C
8947,A,3942.481585864175,37,0.30479874566516096,South,2,828.4243273628549,5799,2044-06-29,Delivered,Supplier C
8948,C,2602.2746495793926,26,0.15060088908161978,West,3,1098.539312890242,5209,2044-06-30,Delivered,Supplier B
8949,D,4646.237434677931,1,0.07352203313761257,East,2,1944.0469198644319,5431,2044-07-01,Shipped,Supplier C
8950,D,4499.156663025413,35,0.3825962562605509,West,1,683.0840672936599,5770,2044-07-02,Pending,Supplier B
8951,B,1561.7434364436986,3,0.27430034838032197,West,5,1367.6596449342978,1557,2044-07-03,Returned,Supplier A
8952,B,4616.052518252258,49,0.2112127416442709,East,3,282.0047402920982,3625,2044-07-04,Returned,Supplier A
8953,A,1645.367546405505,35,0.06832874015687967,South,5,1146.8946135474844,2050,2044-07-05,Pending,Supplier B
8954,B,4466.7045608010085,36,0.06047368432100991,East,3,-209.33430849079014,6680,2044-07-06,Returned,Supplier B
8955,C,1623.776545323191,9,0.10601203776802715,South,5,905.4515766348511,6210,2044-07-07,Pending,Supplier A
8956,B,2483.402203591362,34,0.4713007238676405,North,2,550.3012461965045,7555,2044-07-08,Pending,Supplier A
8957,D,3051.3667874726666,37,0.37120005985713517,West,5,290.1980878695741,5664,2044-07-09,Delivered,Supplier B
8958,C,3489.2762081878705,19,0.06784211696036369,West,5,1272.3330730106445,8255,2044-07-10,Pending,Supplier B
8959,B,4118.204159821881,44,0.35732223139535957,East,5,756.6146239341795,9322,2044-07-11,Delivered,Supplier C
8960,D,3658.3689151190624,8,0.2877296531465181,South,1,1847.7434229716096,7903,2044-07-12,Delivered,Supplier B
8961,A,1261.8568556719106,31,0.05850199019768837,North,4,968.3124926776779,2501,2044-07-13,Shipped,Supplier B
8962,A,3513.4353814950073,21,0.34847392986594583,South,3,-105.26292635991484,7040,2044-07-14,Delivered,Supplier A
8963,A,2177.3648470739668,12,0.2464849040515651,East,5,125.33007974796578,9887,2044-07-15,Delivered,Supplier C
8964,A,4631.39619243195,6,0.023696593148184675,South,4,-475.24013475615675,7893,2044-07-16,Pending,Supplier B
8965,A,2848.1180416121942,42,0.18608711639143594,West,1,-379.30617018796306,5998,2044-07-17,Delivered,Supplier C
8966,B,4104.69118055057,44,0.15616964704888148,East,1,-182.96207677551064,8729,2044-07-18,Pending,Supplier C
8967,D,3963.1405086931222,3,0.36976671971745445,North,3,-427.2372761163424,3793,2044-07-19,Delivered,Supplier A
8968,D,4960.216821670445,16,0.4586200203588526,East,5,1158.896279887647,8549,2044-07-20,Returned,Supplier B
8969,C,2951.1704801361907,38,0.3435240854321025,West,3,1468.8933726990933,6788,2044-07-21,Pending,Supplier B
8970,C,3177.6073968785886,8,0.27883473852116186,South,3,899.1995357200171,4037,2044-07-22,Pending,Supplier A
8971,D,2130.94527456596,6,0.4864259313992858,West,3,1342.489875208926,6355,2044-07-23,Returned,Supplier C
8972,D,3534.964539597075,15,0.20997591450019404,West,2,1517.04927577201,9508,2044-07-24,Pending,Supplier A
