"claim_id","claim_date","sale_id","repair_status"
"CL-40597","2024-01-04","OID-69490","Free Replaced"
"CL-40598","2024-01-04","OID-72565","Free Replaced"
"CL-40599","2024-01-04","OID-74435","Free Replaced"
"CL-40600","2024-01-04","OID-77049","Free Replaced"
"CL-40601","2024-01-04","OID-77356","Free Replaced"
"CL-40602","2024-01-04","OID-87979","Free Replaced"
"CL-40603","2024-01-04","OID-88938","Free Replaced"
"CL-40604","2024-01-04","OID-89562","Free Replaced"
"CL-40605","2024-01-04","OID-95373","Free Replaced"
"CL-40606","2024-01-04","OID-97545","Free Replaced"
"CL-40607","2024-01-04","OID-97902","Free Replaced"
"CL-40608","2024-01-04","OID-104198","Free Replaced"
"CL-40609","2024-01-04","OID-91158","Free Replaced"
"CL-40610","2024-01-04","OID-92240","Free Replaced"
"CL-40611","2024-01-04","OID-94886","Free Replaced"
"CL-40612","2024-01-04","OID-95949","Free Replaced"
"CL-40613","2024-01-04","OID-96552","Free Replaced"
"CL-40614","2024-01-04","OID-97486","Free Replaced"
"CL-40615","2024-01-04","OID-97845","Free Replaced"
"CL-40616","2024-01-04","OID-98943","Free Replaced"
"CL-40617","2024-01-04","OID-99257","Free Replaced"
"CL-40618","2024-01-04","OID-99413","Free Replaced"
"CL-40619","2024-01-04","OID-100024","Free Replaced"
"CL-40620","2024-01-04","OID-102170","Free Replaced"
"CL-40621","2024-01-04","OID-103985","Free Replaced"
"CL-40622","2024-01-04","OID-104739","Free Replaced"
"CL-40623","2024-01-04","OID-115006","Free Replaced"
"CL-40624","2024-01-04","OID-119001","Free Replaced"
"CL-40625","2024-01-04","OID-123564","Free Replaced"
"CL-40626","2024-01-04","OID-125925","Free Replaced"
"CL-40627","2024-01-04","OID-115900","Free Replaced"
"CL-40628","2024-01-04","OID-117997","Free Replaced"
"CL-40629","2024-01-04","OID-119879","Free Replaced"
"CL-40630","2024-01-04","OID-122731","Free Replaced"
"CL-40631","2024-01-04","OID-122882","Free Replaced"
"CL-40632","2024-01-04","OID-123987","Free Replaced"
"CL-40633","2024-01-04","OID-124444","Free Replaced"
"CL-40634","2024-01-04","OID-363601","Free Replaced"
"CL-40636","2024-01-04","OID-374968","Free Replaced"
"CL-40637","2024-01-04","OID-375007","Free Replaced"
"CL-40640","2023-07-29","OID-387514","Warranty Void"
"CL-40641","2024-01-05","OID-69557","Free Replaced"
"CL-40642","2024-01-05","OID-74175","Free Replaced"
"CL-40643","2024-01-05","OID-61881","Free Replaced"
"CL-40644","2024-01-05","OID-64125","Free Replaced"
"CL-40645","2024-01-05","OID-64574","Free Replaced"
"CL-40646","2024-01-05","OID-65052","Free Replaced"
"CL-40647","2024-01-05","OID-66127","Free Replaced"
"CL-40648","2024-01-05","OID-66758","Free Replaced"
"CL-40649","2024-01-05","OID-69014","Free Replaced"
"CL-40650","2024-01-05","OID-69333","Free Replaced"
"CL-40651","2024-01-05","OID-69482","Free Replaced"
"CL-40652","2024-01-05","OID-69940","Free Replaced"
"CL-40653","2024-01-05","OID-71626","Free Replaced"
"CL-40654","2024-01-05","OID-73502","Free Replaced"
"CL-40655","2024-01-05","OID-73814","Free Replaced"
"CL-40656","2024-01-05","OID-73939","Free Replaced"
"CL-40657","2024-01-05","OID-74443","Free Replaced"
"CL-40658","2024-01-05","OID-76138","Free Replaced"
"CL-40659","2024-01-05","OID-76565","Free Replaced"
"CL-40660","2024-01-05","OID-77507","Free Replaced"
"CL-40661","2024-01-05","OID-78247","Free Replaced"
"CL-40662","2024-01-05","OID-87995","Free Replaced"
"CL-40663","2024-01-05","OID-98708","Free Replaced"
"CL-40664","2024-01-05","OID-102222","Free Replaced"
"CL-40665","2024-01-05","OID-91441","Free Replaced"
"CL-40666","2024-01-05","OID-91935","Free Replaced"
"CL-40667","2024-01-05","OID-92241","Free Replaced"
"CL-40668","2024-01-05","OID-95627","Free Replaced"
"CL-40669","2024-01-05","OID-96096","Free Replaced"
"CL-40670","2024-01-05","OID-98337","Free Replaced"
"CL-40671","2024-01-05","OID-98497","Free Replaced"
"CL-40672","2024-01-05","OID-99248","Free Replaced"
"CL-40673","2024-01-05","OID-101736","Free Replaced"
"CL-40674","2024-01-05","OID-102775","Free Replaced"
"CL-40675","2024-01-05","OID-103687","Free Replaced"
"CL-40676","2024-01-05","OID-120616","Free Replaced"
"CL-40677","2024-01-05","OID-126201","Free Replaced"
"CL-40678","2024-01-05","OID-128930","Free Replaced"
"CL-40679","2024-01-05","OID-131189","Free Replaced"
"CL-40680","2024-01-05","OID-131513","Free Replaced"
"CL-40681","2024-01-05","OID-115732","Free Replaced"
"CL-40682","2024-01-05","OID-115909","Free Replaced"
"CL-40683","2024-01-05","OID-116193","Free Replaced"
"CL-40684","2024-01-05","OID-117142","Free Replaced"
"CL-40685","2024-01-05","OID-117411","Free Replaced"
"CL-40686","2024-01-05","OID-117424","Free Replaced"
"CL-40687","2024-01-05","OID-120881","Free Replaced"
"CL-40688","2024-01-05","OID-121035","Free Replaced"
"CL-40689","2024-01-05","OID-122271","Free Replaced"
"CL-40690","2024-01-05","OID-374942","Free Replaced"
"CL-40691","2023-08-04","OID-387346","Warranty Void"
"CL-40692","2023-10-25","OID-387552","Warranty Void"
"CL-40693","2023-04-21","OID-387807","Warranty Void"
"CL-40694","2023-11-15","OID-451348","Warranty Void"
"CL-40695","2023-06-04","OID-452562","Warranty Void"
"CL-40696","2024-01-06","OID-74172","Free Replaced"
"CL-40697","2024-01-06","OID-67738","Free Replaced"
"CL-40698","2024-01-06","OID-69485","Free Replaced"
"CL-40699","2024-01-06","OID-70356","Free Replaced"
"CL-40700","2024-01-06","OID-72708","Free Replaced"
"CL-40701","2024-01-06","OID-75075","Free Replaced"
"CL-40702","2024-01-06","OID-77202","Free Replaced"
"CL-40703","2024-01-06","OID-78093","Free Replaced"
"CL-40704","2024-01-06","OID-91518","Free Replaced"
"CL-40705","2024-01-06","OID-94673","Free Replaced"
"CL-40706","2024-01-06","OID-100871","Free Replaced"
"CL-40707","2024-01-06","OID-103455","Free Replaced"
"CL-40708","2024-01-06","OID-90242","Free Replaced"
"CL-40709","2024-01-06","OID-90437","Free Replaced"
"CL-40710","2024-01-06","OID-90863","Free Replaced"
"CL-40711","2024-01-06","OID-91146","Free Replaced"
"CL-40712","2024-01-06","OID-91604","Free Replaced"
"CL-40713","2024-01-06","OID-91782","Free Replaced"
"CL-40714","2024-01-06","OID-93207","Free Replaced"
"CL-40715","2024-01-06","OID-93353","Free Replaced"
"CL-40716","2024-01-06","OID-93659","Free Replaced"
"CL-40717","2024-01-06","OID-95643","Free Replaced"
"CL-40718","2024-01-06","OID-95793","Free Replaced"
"CL-40719","2024-01-06","OID-95943","Free Replaced"
"CL-40720","2024-01-06","OID-99714","Free Replaced"
"CL-40721","2024-01-06","OID-100360","Free Replaced"
"CL-40722","2024-01-06","OID-101585","Free Replaced"
"CL-40723","2024-01-06","OID-103544","Free Replaced"
"CL-40724","2024-01-06","OID-115958","Free Replaced"
"CL-40725","2024-01-06","OID-124200","Free Replaced"
"CL-40726","2024-01-06","OID-124503","Free Replaced"
"CL-40727","2024-01-06","OID-130740","Free Replaced"
"CL-40728","2024-01-06","OID-115424","Free Replaced"
"CL-40729","2024-01-06","OID-116663","Free Replaced"
"CL-40730","2024-01-06","OID-118925","Free Replaced"
"CL-40731","2024-01-06","OID-118930","Free Replaced"
"CL-40732","2024-01-06","OID-119881","Free Replaced"
"CL-40733","2024-01-06","OID-122890","Free Replaced"
"CL-40734","2024-01-06","OID-363477","Free Replaced"
"CL-40735","2024-01-06","OID-363542","Free Replaced"
"CL-40736","2024-01-06","OID-363557","Free Replaced"
"CL-40737","2024-01-06","OID-363650","Free Replaced"
"CL-40739","2024-01-06","OID-386284","Free Replaced"
"CL-40740","2024-01-06","OID-386503","Free Replaced"
"CL-40741","2023-10-09","OID-387068","Warranty Void"
"CL-40742","2023-11-04","OID-387388","Warranty Void"
"CL-40743","2024-01-04","OID-387466","Paid Repaired"
"CL-40744","2023-10-05","OID-387808","Warranty Void"
"CL-40745","2023-11-08","OID-451293","Warranty Void"
"CL-40746","2023-11-10","OID-452190","Warranty Void"
"CL-40747","2023-09-24","OID-472908","Warranty Void"
"CL-40748","2023-07-26","OID-472974","Warranty Void"
"CL-40749","2024-01-07","OID-62562","Free Replaced"
"CL-40750","2024-01-07","OID-62997","Free Replaced"
"CL-40751","2024-01-07","OID-65277","Free Replaced"
"CL-40752","2024-01-07","OID-73383","Free Replaced"
"CL-40753","2024-01-07","OID-76050","Free Replaced"
"CL-40754","2024-01-07","OID-78148","Free Replaced"
"CL-40755","2024-01-07","OID-62210","Free Replaced"
"CL-40756","2024-01-07","OID-65526","Free Replaced"
"CL-40757","2024-01-07","OID-65976","Free Replaced"
"CL-40758","2024-01-07","OID-68053","Free Replaced"
"CL-40759","2024-01-07","OID-69785","Free Replaced"
"CL-40760","2024-01-07","OID-73318","Free Replaced"
"CL-40761","2024-01-07","OID-73800","Free Replaced"
"CL-40762","2024-01-07","OID-74903","Free Replaced"
"CL-40763","2024-01-07","OID-77784","Free Replaced"
"CL-40764","2024-01-07","OID-89543","Free Replaced"
"CL-40765","2024-01-07","OID-90531","Free Replaced"
"CL-40766","2024-01-07","OID-91155","Free Replaced"
"CL-40767","2024-01-07","OID-92239","Free Replaced"
"CL-40768","2024-01-07","OID-94747","Free Replaced"
"CL-40769","2024-01-07","OID-96404","Free Replaced"
"CL-40770","2024-01-07","OID-96882","Free Replaced"
"CL-40771","2024-01-07","OID-99569","Free Replaced"
"CL-40772","2024-01-07","OID-100026","Free Replaced"
"CL-40773","2024-01-07","OID-100041","Free Replaced"
"CL-40774","2024-01-07","OID-101891","Free Replaced"
"CL-40775","2024-01-07","OID-102331","Free Replaced"
"CL-40776","2024-01-07","OID-103073","Free Replaced"
"CL-40777","2024-01-07","OID-104295","Free Replaced"
"CL-40778","2024-01-07","OID-126367","Free Replaced"
"CL-40779","2024-01-07","OID-117407","Free Replaced"
"CL-40780","2024-01-07","OID-119094","Free Replaced"
"CL-40781","2024-01-07","OID-125238","Free Replaced"
"CL-40782","2024-01-07","OID-363503","Free Replaced"
"CL-40783","2024-01-07","OID-363548","Free Replaced"
"CL-40784","2024-01-07","OID-363553","Free Replaced"
"CL-40786","2024-01-07","OID-374849","Free Replaced"
"CL-40787","2024-01-07","OID-374906","Free Replaced"
"CL-40788","2024-01-07","OID-374983","Free Replaced"
"CL-40790","2024-01-07","OID-386370","Free Replaced"
"CL-40791","2024-01-07","OID-386460","Free Replaced"
"CL-40793","2023-12-10","OID-387803","Paid Repaired"
"CL-40794","2023-08-10","OID-451700","Warranty Void"
"CL-40795","2023-09-24","OID-473819","Warranty Void"
"CL-40796","2024-01-08","OID-62255","Free Replaced"
"CL-40797","2024-01-08","OID-75442","Free Replaced"
"CL-40798","2024-01-08","OID-60311","Free Replaced"
"CL-40799","2024-01-08","OID-63866","Free Replaced"
"CL-40800","2024-01-08","OID-65510","Free Replaced"
"CL-40801","2024-01-08","OID-66756","Free Replaced"
"CL-40802","2024-01-08","OID-68356","Free Replaced"
"CL-40803","2024-01-08","OID-68501","Free Replaced"
"CL-40804","2024-01-08","OID-69478","Free Replaced"
"CL-40805","2024-01-08","OID-71175","Free Replaced"
"CL-40806","2024-01-08","OID-71763","Free Replaced"
"CL-40807","2024-01-08","OID-73006","Free Replaced"
"CL-40808","2024-01-08","OID-74907","Free Replaced"
"CL-40809","2024-01-08","OID-76566","Free Replaced"
"CL-40810","2024-01-08","OID-78251","Free Replaced"
"CL-40811","2024-01-08","OID-97112","Free Replaced"
"CL-40812","2024-01-08","OID-87299","Free Replaced"
"CL-40813","2024-01-08","OID-87307","Free Replaced"
"CL-40814","2024-01-08","OID-89937","Free Replaced"
"CL-40815","2024-01-08","OID-91138","Free Replaced"
"CL-40816","2024-01-08","OID-92230","Free Replaced"
"CL-40817","2024-01-08","OID-92236","Free Replaced"
"CL-40818","2024-01-08","OID-92721","Free Replaced"
"CL-40819","2024-01-08","OID-93213","Free Replaced"
"CL-40820","2024-01-08","OID-97321","Free Replaced"
"CL-40821","2024-01-08","OID-99088","Free Replaced"
"CL-40822","2024-01-08","OID-99855","Free Replaced"
"CL-40823","2024-01-08","OID-101579","Free Replaced"
"CL-40824","2024-01-08","OID-102776","Free Replaced"
"CL-40825","2024-01-08","OID-103828","Free Replaced"
"CL-40826","2024-01-08","OID-126930","Free Replaced"
"CL-40827","2024-01-08","OID-113504","Free Replaced"
"CL-40828","2024-01-08","OID-113836","Free Replaced"
"CL-40829","2024-01-08","OID-114153","Free Replaced"
"CL-40830","2024-01-08","OID-114476","Free Replaced"
"CL-40831","2024-01-08","OID-116047","Free Replaced"
"CL-40832","2024-01-08","OID-117854","Free Replaced"
"CL-40833","2024-01-08","OID-118144","Free Replaced"
"CL-40834","2024-01-08","OID-118628","Free Replaced"
"CL-40835","2024-01-08","OID-119093","Free Replaced"
"CL-40836","2024-01-08","OID-120527","Free Replaced"
"CL-40837","2024-01-08","OID-120710","Free Replaced"
"CL-40838","2024-01-08","OID-121192","Free Replaced"
"CL-40839","2024-01-08","OID-363561","Free Replaced"
"CL-40840","2024-01-08","OID-374828","Free Replaced"
"CL-40841","2024-01-08","OID-374940","Free Replaced"
"CL-40842","2024-01-08","OID-375018","Free Replaced"
"CL-40843","2023-08-03","OID-387272","Warranty Void"
"CL-40844","2023-05-19","OID-387761","Warranty Void"
"CL-40845","2024-01-09","OID-62587","Free Replaced"
"CL-40846","2024-01-09","OID-70919","Free Replaced"
"CL-40847","2024-01-09","OID-62045","Free Replaced"
"CL-40848","2024-01-09","OID-63552","Free Replaced"
"CL-40849","2024-01-09","OID-64887","Free Replaced"
"CL-40850","2024-01-09","OID-67253","Free Replaced"
"CL-40851","2024-01-09","OID-68505","Free Replaced"
"CL-40852","2024-01-09","OID-69320","Free Replaced"
"CL-40853","2024-01-09","OID-69329","Free Replaced"
"CL-40854","2024-01-09","OID-69481","Free Replaced"
"CL-40855","2024-01-09","OID-72249","Free Replaced"
"CL-40856","2024-01-09","OID-72865","Free Replaced"
"CL-40857","2024-01-09","OID-76580","Free Replaced"
"CL-40858","2024-01-09","OID-77950","Free Replaced"
"CL-40859","2024-01-09","OID-89545","Free Replaced"
"CL-40860","2024-01-09","OID-89831","Free Replaced"
"CL-40861","2024-01-09","OID-99621","Free Replaced"
"CL-40862","2024-01-09","OID-103902","Free Replaced"
"CL-40863","2024-01-09","OID-87468","Free Replaced"
"CL-40864","2024-01-09","OID-87469","Free Replaced"
"CL-40865","2024-01-09","OID-89927","Free Replaced"
"CL-40866","2024-01-09","OID-91301","Free Replaced"
"CL-40867","2024-01-09","OID-93982","Free Replaced"
"CL-40868","2024-01-09","OID-98176","Free Replaced"
"CL-40869","2024-01-09","OID-100821","Free Replaced"
"CL-40870","2024-01-09","OID-103401","Free Replaced"
"CL-40871","2024-01-09","OID-116435","Free Replaced"
"CL-40872","2024-01-09","OID-115742","Free Replaced"
"CL-40873","2024-01-09","OID-120379","Free Replaced"
"CL-40874","2024-01-09","OID-123495","Free Replaced"
"CL-40875","2024-01-09","OID-363530","Free Replaced"
"CL-40876","2024-01-09","OID-363656","Free Replaced"
"CL-40877","2024-01-09","OID-363659","Free Replaced"
"CL-40878","2024-01-09","OID-374918","Free Replaced"
"CL-40879","2024-01-09","OID-374936","Free Replaced"
"CL-40880","2024-01-09","OID-386313","Free Replaced"
"CL-40881","2024-01-15","OID-387279","Paid Repaired"
"CL-40882","2024-01-24","OID-387399","Paid Repaired"
"CL-40883","2023-07-24","OID-387469","Warranty Void"
"CL-40884","2023-09-27","OID-387642","Warranty Void"
"CL-40885","2023-12-06","OID-450904","Warranty Void"
"CL-40886","2023-08-28","OID-452343","Warranty Void"
"CL-40887","2023-12-09","OID-452621","Paid Repaired"
"CL-40888","2023-10-30","OID-492856","Warranty Void"
"CL-40889","2024-01-08","OID-494551","Paid Repaired"
"CL-40890","2024-01-10","OID-62128","Free Replaced"
"CL-40891","2024-01-10","OID-63018","Free Replaced"
"CL-40892","2024-01-10","OID-64792","Free Replaced"
"CL-40893","2024-01-10","OID-61569","Free Replaced"
"CL-40894","2024-01-10","OID-68349","Free Replaced"
"CL-40895","2024-01-10","OID-71936","Free Replaced"
"CL-40896","2024-01-10","OID-73314","Free Replaced"
"CL-40897","2024-01-10","OID-75840","Free Replaced"
"CL-40898","2024-01-10","OID-75986","Free Replaced"
"CL-40899","2024-01-10","OID-76142","Free Replaced"
"CL-40900","2024-01-10","OID-76741","Free Replaced"
"CL-40901","2024-01-10","OID-77041","Free Replaced"
"CL-40902","2024-01-10","OID-77967","Free Replaced"
"CL-40903","2024-01-10","OID-90907","Free Replaced"
"CL-40904","2024-01-10","OID-92779","Free Replaced"
"CL-40905","2024-01-10","OID-95079","Free Replaced"
"CL-40906","2024-01-10","OID-98703","Free Replaced"
"CL-40907","2024-01-10","OID-88864","Free Replaced"
"CL-40908","2024-01-10","OID-89932","Free Replaced"
"CL-40909","2024-01-10","OID-90421","Free Replaced"
"CL-40910","2024-01-10","OID-91936","Free Replaced"
"CL-40911","2024-01-10","OID-93218","Free Replaced"
"CL-40912","2024-01-10","OID-93978","Free Replaced"
"CL-40913","2024-01-10","OID-94146","Free Replaced"
"CL-40914","2024-01-10","OID-95305","Free Replaced"
"CL-40915","2024-01-10","OID-98784","Free Replaced"
"CL-40916","2024-01-10","OID-99094","Free Replaced"
"CL-40917","2024-01-10","OID-100040","Free Replaced"
"CL-40918","2024-01-10","OID-101116","Free Replaced"
"CL-40919","2024-01-10","OID-102635","Free Replaced"
"CL-40920","2024-01-10","OID-103409","Free Replaced"
"CL-40921","2024-01-10","OID-104000","Free Replaced"
"CL-40922","2024-01-10","OID-125471","Free Replaced"
"CL-40923","2024-01-10","OID-130432","Free Replaced"
"CL-40924","2024-01-10","OID-113341","Free Replaced"
"CL-40925","2024-01-10","OID-114294","Free Replaced"
"CL-40926","2024-01-10","OID-114796","Free Replaced"
"CL-40927","2024-01-10","OID-116505","Free Replaced"
"CL-40928","2024-01-10","OID-119226","Free Replaced"
"CL-40929","2024-01-10","OID-119232","Free Replaced"
"CL-40930","2024-01-10","OID-119555","Free Replaced"
"CL-40931","2024-01-10","OID-122729","Free Replaced"
"CL-40932","2024-01-10","OID-123028","Free Replaced"
"CL-40933","2024-01-10","OID-124434","Free Replaced"
"CL-40934","2024-01-10","OID-363480","Free Replaced"
"CL-40935","2024-01-10","OID-363499","Free Replaced"
"CL-40936","2024-01-10","OID-363556","Free Replaced"
"CL-40937","2024-01-10","OID-363670","Free Replaced"
"CL-40938","2024-01-10","OID-363681","Free Replaced"
"CL-40940","2024-01-10","OID-386407","Free Replaced"
"CL-40941","2024-01-10","OID-386541","Free Replaced"
"CL-40942","2023-10-09","OID-387135","Warranty Void"
"CL-40943","2023-09-02","OID-387263","Warranty Void"
"CL-40944","2023-10-14","OID-387398","Warranty Void"
"CL-40945","2023-09-09","OID-451585","Warranty Void"
"CL-40946","2023-10-12","OID-516078","Warranty Void"
"CL-40947","2024-01-11","OID-62108","Free Replaced"
"CL-40948","2024-01-11","OID-67629","Free Replaced"
"CL-40949","2024-01-11","OID-68424","Free Replaced"
"CL-40950","2024-01-11","OID-60005","Free Replaced"
"CL-40951","2024-01-11","OID-63242","Free Replaced"
"CL-40952","2024-01-11","OID-64129","Free Replaced"
"CL-40953","2024-01-11","OID-64399","Free Replaced"
"CL-40954","2024-01-11","OID-64569","Free Replaced"
"CL-40955","2024-01-11","OID-64885","Free Replaced"
"CL-40956","2024-01-11","OID-68667","Free Replaced"
"CL-40957","2024-01-11","OID-71462","Free Replaced"
"CL-40958","2024-01-11","OID-72862","Free Replaced"
"CL-40959","2024-01-11","OID-73478","Free Replaced"
"CL-40960","2024-01-11","OID-73512","Free Replaced"
"CL-40961","2024-01-11","OID-90530","Free Replaced"
"CL-40962","2024-01-11","OID-93263","Free Replaced"
"CL-40963","2024-01-11","OID-98831","Free Replaced"
"CL-40964","2024-01-11","OID-86518","Free Replaced"
"CL-40965","2024-01-11","OID-87457","Free Replaced"
"CL-40966","2024-01-11","OID-91008","Free Replaced"
"CL-40967","2024-01-11","OID-91013","Free Replaced"
"CL-40968","2024-01-11","OID-92881","Free Replaced"
"CL-40969","2024-01-11","OID-93505","Free Replaced"
"CL-40970","2024-01-11","OID-95944","Free Replaced"
"CL-40971","2024-01-11","OID-96261","Free Replaced"
"CL-40972","2024-01-11","OID-96562","Free Replaced"
"CL-40973","2024-01-11","OID-98485","Free Replaced"
"CL-40974","2024-01-11","OID-98499","Free Replaced"
"CL-40975","2024-01-11","OID-99861","Free Replaced"
"CL-40976","2024-01-11","OID-102042","Free Replaced"
"CL-40977","2024-01-11","OID-102320","Free Replaced"
"CL-40978","2024-01-11","OID-103079","Free Replaced"
"CL-40979","2024-01-11","OID-104604","Free Replaced"
"CL-40980","2024-01-11","OID-115304","Free Replaced"
"CL-40981","2024-01-11","OID-118683","Free Replaced"
"CL-40982","2024-01-11","OID-120264","Free Replaced"
"CL-40983","2024-01-11","OID-122789","Free Replaced"
"CL-40984","2024-01-11","OID-125025","Free Replaced"
"CL-40985","2024-01-11","OID-113345","Free Replaced"
"CL-40986","2024-01-11","OID-114481","Free Replaced"
"CL-40987","2024-01-11","OID-114790","Free Replaced"
"CL-40988","2024-01-11","OID-116661","Free Replaced"
"CL-40989","2024-01-11","OID-116965","Free Replaced"
"CL-40990","2024-01-11","OID-118780","Free Replaced"
"CL-40991","2024-01-11","OID-119091","Free Replaced"
"CL-40992","2024-01-11","OID-121380","Free Replaced"
"CL-40993","2024-01-11","OID-122280","Free Replaced"
"CL-40994","2024-01-11","OID-122895","Free Replaced"
"CL-40995","2024-01-11","OID-363621","Free Replaced"
"CL-40997","2024-01-11","OID-374843","Free Replaced"
"CL-40998","2024-01-11","OID-386446","Free Replaced"
"CL-40999","2023-11-20","OID-387033","Warranty Void"
"CL-41000","2023-11-24","OID-387147","Warranty Void"
"CL-41001","2023-06-02","OID-387297","Warranty Void"
"CL-41002","2024-02-01","OID-387566","Paid Repaired"
"CL-41003","2023-06-11","OID-387651","Warranty Void"
"CL-41004","2023-09-08","OID-472614","Warranty Void"
"CL-41005","2023-10-22","OID-514066","Warranty Void"
"CL-41006","2024-01-12","OID-75427","Free Replaced"
"CL-41007","2024-01-12","OID-61280","Free Replaced"
"CL-41008","2024-01-12","OID-61736","Free Replaced"
"CL-41009","2024-01-12","OID-61889","Free Replaced"
"CL-41010","2024-01-12","OID-63103","Free Replaced"
"CL-41011","2024-01-12","OID-63867","Free Replaced"
"CL-41012","2024-01-12","OID-66116","Free Replaced"
"CL-41013","2024-01-12","OID-67388","Free Replaced"
"CL-41014","2024-01-12","OID-70681","Free Replaced"
"CL-41015","2024-01-12","OID-71031","Free Replaced"
"CL-41016","2024-01-12","OID-71310","Free Replaced"
"CL-41017","2024-01-12","OID-74596","Free Replaced"
"CL-41018","2024-01-12","OID-77053","Free Replaced"
"CL-41019","2024-01-12","OID-77648","Free Replaced"
"CL-41020","2024-01-12","OID-86904","Free Replaced"
"CL-41021","2024-01-12","OID-97256","Free Replaced"
"CL-41022","2024-01-12","OID-97740","Free Replaced"
"CL-41023","2024-01-12","OID-100550","Free Replaced"
"CL-41024","2024-01-12","OID-104217","Free Replaced"
"CL-41025","2024-01-12","OID-87910","Free Replaced"
"CL-41026","2024-01-12","OID-89792","Free Replaced"
"CL-41027","2024-01-12","OID-91149","Free Replaced"
"CL-41028","2024-01-12","OID-91944","Free Replaced"
"CL-41029","2024-01-12","OID-94761","Free Replaced"
"CL-41030","2024-01-12","OID-95783","Free Replaced"
"CL-41031","2024-01-12","OID-96422","Free Replaced"
"CL-41032","2024-01-12","OID-97189","Free Replaced"
"CL-41033","2024-01-12","OID-97190","Free Replaced"
"CL-41034","2024-01-12","OID-98185","Free Replaced"
"CL-41035","2024-01-12","OID-100484","Free Replaced"
"CL-41036","2024-01-12","OID-100488","Free Replaced"
"CL-41037","2024-01-12","OID-100806","Free Replaced"
"CL-41038","2024-01-12","OID-102032","Free Replaced"
"CL-41039","2024-01-12","OID-102329","Free Replaced"
"CL-41040","2024-01-12","OID-104437","Free Replaced"
"CL-41041","2024-01-12","OID-130602","Free Replaced"
"CL-41042","2024-01-12","OID-113827","Free Replaced"
"CL-41043","2024-01-12","OID-116050","Free Replaced"
"CL-41044","2024-01-12","OID-116658","Free Replaced"
"CL-41045","2024-01-12","OID-119554","Free Replaced"
"CL-41046","2024-01-12","OID-120197","Free Replaced"
"CL-41047","2024-01-12","OID-120875","Free Replaced"
"CL-41048","2024-01-12","OID-122440","Free Replaced"
"CL-41049","2024-01-12","OID-363509","Free Replaced"
"CL-41050","2024-01-12","OID-363585","Free Replaced"
"CL-41052","2024-01-12","OID-375078","Free Replaced"
"CL-41054","2024-01-11","OID-387014","Paid Repaired"
"CL-41055","2023-08-23","OID-387322","Warranty Void"
"CL-41056","2023-08-06","OID-451634","Warranty Void"
"CL-41057","2024-01-13","OID-62401","Free Replaced"
"CL-41058","2024-01-13","OID-78151","Free Replaced"
"CL-41059","2024-01-13","OID-60671","Free Replaced"
"CL-41060","2024-01-13","OID-61286","Free Replaced"
"CL-41061","2024-01-13","OID-61437","Free Replaced"
"CL-41062","2024-01-13","OID-63249","Free Replaced"
"CL-41063","2024-01-13","OID-63397","Free Replaced"
"CL-41064","2024-01-13","OID-64568","Free Replaced"
"CL-41065","2024-01-13","OID-65356","Free Replaced"
"CL-41066","2024-01-13","OID-68496","Free Replaced"
"CL-41067","2024-01-13","OID-68670","Free Replaced"
"CL-41068","2024-01-13","OID-69168","Free Replaced"
"CL-41069","2024-01-13","OID-71307","Free Replaced"
"CL-41070","2024-01-13","OID-73942","Free Replaced"
"CL-41071","2024-01-13","OID-75520","Free Replaced"
"CL-41072","2024-01-13","OID-76740","Free Replaced"
"CL-41073","2024-01-13","OID-77642","Free Replaced"
"CL-41074","2024-01-13","OID-86290","Free Replaced"
"CL-41075","2024-01-13","OID-88616","Free Replaced"
"CL-41076","2024-01-13","OID-90533","Free Replaced"
"CL-41077","2024-01-13","OID-92646","Free Replaced"
"CL-41078","2024-01-13","OID-93878","Free Replaced"
"CL-41079","2024-01-13","OID-97548","Free Replaced"
"CL-41080","2024-01-13","OID-103734","Free Replaced"
"CL-41081","2024-01-13","OID-103886","Free Replaced"
"CL-41082","2024-01-13","OID-90079","Free Replaced"
"CL-41083","2024-01-13","OID-90431","Free Replaced"
"CL-41084","2024-01-13","OID-91937","Free Replaced"
"CL-41085","2024-01-13","OID-91945","Free Replaced"
"CL-41086","2024-01-13","OID-93347","Free Replaced"
"CL-41087","2024-01-13","OID-94133","Free Replaced"
"CL-41088","2024-01-13","OID-95631","Free Replaced"
"CL-41089","2024-01-13","OID-95788","Free Replaced"
"CL-41090","2024-01-13","OID-98627","Free Replaced"
"CL-41091","2024-01-13","OID-98773","Free Replaced"
"CL-41092","2024-01-13","OID-102323","Free Replaced"
"CL-41093","2024-01-13","OID-102779","Free Replaced"
"CL-41094","2024-01-13","OID-125313","Free Replaced"
"CL-41095","2024-01-13","OID-113830","Free Replaced"
"CL-41096","2024-01-13","OID-115427","Free Replaced"
"CL-41097","2024-01-13","OID-118944","Free Replaced"
"CL-41098","2024-01-13","OID-119230","Free Replaced"
"CL-41099","2024-01-13","OID-122140","Free Replaced"
"CL-41100","2024-01-13","OID-125085","Free Replaced"
"CL-41101","2024-01-13","OID-125237","Free Replaced"
"CL-41103","2024-01-13","OID-386575","Free Replaced"
"CL-41104","2024-01-08","OID-451581","Paid Repaired"
"CL-41105","2023-11-19","OID-472910","Warranty Void"
"CL-41106","2023-08-26","OID-473518","Warranty Void"
